longi;lat;address;type;classOf
-46615307;-23472177;NOVA CANTAREIRA,AV,3050;HOSPITAL;HOSPITAL
-46561784;-23521684;FRANCISCO FANGANIELLO,R,127;HOSPITAL;HOSPITAL
-46775158;-23691629;ESTRADA M' BOI MIRIM,5203;HOSPITAL;HOSPITAL
-46568600;-23507376;PISTOIA,R,100;HOSPITAL;HOSPITAL
-46671735;-23557219;OVIDIO PIRES DE CAMPOS, DR,R,785;HOSPITAL;HOSPITAL
-46581745;-23459600;MICHEL OUCHANA,AV,94;HOSPITAL;HOSPITAL
-46621428;-23565622;LINS DE VASCONCELOS,AV,356;HOSPITAL;HOSPITAL
-46549700;-23527660;SOCRATES,GAL,R,145;HOSPITAL;HOSPITAL
-46644338;-23573437;CUBATAO,R,196;HOSPITAL;HOSPITAL
-46618486;-23508704;JOSE MAURICIO, DOM,R,15;HOSPITAL;HOSPITAL
-46635044;-23564466;TAMANDARE,R,693;HOSPITAL;HOSPITAL
-46627104;-23642785;MIGUEL ESTEFANO,AV,3030;HOSPITAL ESPECIALIZADO;HOSPITAL
-46643341;-23599452;LOEFGREEN,R,1901;HOSPITAL ESPECIALIZADO;HOSPITAL
-46642865;-23595431;DIOGO DE FARIA,DR,R,695;HOSPITAL ESPECIALIZADO;HOSPITAL
-46650931;-23596601;ASCENDINO REIS,PROF,AV,724;HOSPITAL ESPECIALIZADO;HOSPITAL
-46760181;-23486768;PAULO ZING, JORNALISTA,AV,1078;HOSPITAL ESPECIALIZADO;HOSPITAL
-46723432;-23485951;RAIMUNDO PEREIRA DE MAGALHAES,AV,5214;HOSPITAL ESPECIALIZADO;HOSPITAL
-46710763;-23592355;SERAFICO A CARVALHO,R,34;HOSPITAL ESPECIALIZADO;HOSPITAL
-46666458;-23555885;ARNALDO,DR,AV,165;HOSPITAL ESPECIALIZADO;HOSPITAL
-44671580;-23479782;EMILIO CARLOS,DEP,AV,3100;HOSPITAL ESPECIALIZADO;HOSPITAL
-46646921;-23559807;INGLESES,DOS,R,258;HOSPITAL ESPECIALIZADO;HOSPITAL
-46637252;-23564671;ANTONIO PRUDENTE,PROF,R,211;HOSPITAL GERAL;HOSPITAL
-46492584;-23610550;MANUEL FRANCA DOS SANTOS.AV,174;HOSPITAL GERAL;HOSPITAL
-46714676;-23599130;ALBERT EISTEIN,AV,627/701;HOSPITAL GERAL;HOSPITAL
-46500964;-23542114;ALVES MALDONADO,R,128;HOSPITAL GERAL;HOSPITAL
-46472507;-23499140;RODRIGO DE BRUN,AL,1989;HOSPITAL GERAL;HOSPITAL
-46672076;-23481183;EMILIO CARLOS,DEP,AV,3000;HOSPITAL GERAL;HOSPITAL
-46608731;-23596162;NAZARE,AV,1361;HOSPITAL GERAL;HOSPITAL
-46645012;-23652993;FRANCISCO DE PAULA Q RIBEIRO,AV,860;HOSPITAL GERAL;HOSPITAL
-46634413;-23557328;GALVAO BUENO,R,257;HOSPITAL GERAL;HOSPITAL
-46513957;-23587148;ANTONIO LAZARO,R,226;HOSPITAL GERAL;HOSPITAL
-46641253;-23566943;MAESTRO CARDIM,R,769;HOSPITAL GERAL;HOSPITAL
-46584790;-23551205;SIQUEIRA BUENO,R,1757;HOSPITAL GERAL;HOSPITAL
-46565873;-23532816;CELSO GARCIA,AV,4815;HOSPITAL GERAL;HOSPITAL
-46742226;-23705018;ESTRADA DA RIVIERA,4742;HOSPITAL GERAL;HOSPITAL
-46639159;-23555731;LUIS ANTONIO,BRIG,AV,683;HOSPITAL GERAL;HOSPITAL
-46669891;-23556094;ENEAS DE CARVALHO AGUIAR,255;HOSPITAL GERAL;HOSPITAL
-46667722;-23556454;ENEAS CARVALHO DE AGUIAR,DR,AV,44;HOSPITAL GERAL;HOSPITAL
-46650807;-23569926;LUIS ANTONIO,BRIG,AV,2651;HOSPITAL GERAL;HOSPITAL
-46748602;-23648271;TEREZA M. OLIVEIRA, R,17/ ITAPECERICA, ESTR,1661;HOSPITAL GERAL;HOSPITAL
-46690386;-23728599;FRANCISCO OCTAVIO PACCA,R,180;HOSPITAL GERAL;HOSPITAL
-46405324;-23551375;OTELO AUGUSTO REIBEIRO, R,899;HOSPITAL GERAL;HOSPITAL
-46676394;-23680112;JOAO FRANCISCO DE MOURA,R,251;HOSPITAL GERAL;HOSPITAL
-46486654;-23593967;ANGELO DE CANDIA,R,540;HOSPITAL GERAL;HOSPITAL
-46717305;-23443414;ELISIO TEIXEIRA LEITE,AV,7000;HOSPITAL GERAL;HOSPITAL
-46388373;-23491742;MARECHAL TITO,AV,6035;HOSPITAL GERAL;HOSPITAL
-46589869;-23571287;JUVENTUS,R,562;HOSPITAL GERAL;HOSPITAL
-46701543;-23706414;LEONOR ALVIM,R,211;HOSPITAL GERAL;HOSPITAL
-46611091;-23583827;NAZARE,AV,28;HOSPITAL GERAL;HOSPITAL
-46727089;-23484117;MENOTTI LAUDIZIO,AV,100;HOSPITAL GERAL;HOSPITAL
-46588152;-23535582;CELSO GARCIA,AV,2477;HOSPITAL GERAL;HOSPITAL
-46630600;-23483763;VOLUNTARIOS DA PATRIA,R,4301;HOSPITAL GERAL;HOSPITAL
-46764642;-23577587;LUCAS DE LEYDE,AV,257;HOSPITAL GERAL;HOSPITAL
-46596580;-23593848;LIMA E SILVA,R,985;HOSPITAL GERAL;HOSPITAL
-46620656;-23531306;HAHNEMANN,R,234;HOSPITAL GERAL;HOSPITAL
-46705417;-23655096;ROBERTO ALVES DE CARVALHO F,GAL,AV,270;HOSPITAL GERAL;HOSPITAL
-46643223;-23597158;NAPOLEAO DE BARROS,R,715;HOSPITAL GERAL;HOSPITAL
-46661309;-23538846;BROTERO,CONS,1486;HOSPITAL GERAL;HOSPITAL
-46460882;-23553566;SANTA MARCELINA,R,177;HOSPITAL GERAL;HOSPITAL
-46626863;-23487140;VOLUNTARIOS DA PATRIA,R,3693;HOSPITAL GERAL;HOSPITAL
-46653654;-23596622;PEDRO DE TOLEDO,R,1800;HOSPITAL GERAL;HOSPITAL
-46638630;-23566982;CASTRO ALVES,R,60;HOSPITAL GERAL;HOSPITAL
-46704747;-23649638;ISABEL SCHMIDT,59;HOSPITAL GERAL;HOSPITAL
-46648704;-23541966;CESARIO MOTA JR,DR,R,112;HOSPITAL GERAL;HOSPITAL
-46632362;-23596644;SANTA CRUZ,R,398;HOSPITAL GERAL;HOSPITAL
-46439508;-23496638;JOSE GUILHERME EIRAS,DR,R,123;HOSPITAL GERAL;HOSPITAL
-46740303;-23564487;LINEU PRESTES,PROF,AV,2565;HOSPITAL GERAL;HOSPITAL
-46561359;-23592989;FRANCISCO FALCONI,R,1501;HOSPITAL GERAL;HOSPITAL
-46694858;-23484736;PETRONIO PORTELA,MIN,AV,1642;HOSPITAL GERAL;HOSPITAL
-46716309;-23567978;VITAL BRASIL,AV,1500;HOSPITAL GERAL;HOSPITAL
-46444300;-23530669;AUGUSTO CARLOS BAUMANN,R,1074;HOSPITAL GERAL;HOSPITAL
-46668483;-23554927;ARNALDO,  AV,DR, 355;INSTITUTO;AMBULATORIOS ESPECIALIZADOS
-46647963;-23547616;CONSOLACAO,DA,R, 717;INSTITUTO;AMBULATORIOS ESPECIALIZADOS
-46445253;-23490746;ALEIXO MONTEIRO MAFRA,PE,PCA,34;INSTITUTO;AMBULATORIOS ESPECIALIZADOS
-46647454;-23568781;PAULISTA,AV,393;INSTITUTO;AMBULATORIOS ESPECIALIZADOS
-46722018;-23537038;QUEIROZ FILHO, AV,313;LABORATORIO;APOIO DIAGNOSTICO
-46694171;-23489709;ITABERABA,AV,1377;LABORATORIO;APOIO DIAGNOSTICO
-46608058;-23587761;MARCHETTI , PE,R, 557;LABORATORIO;APOIO DIAGNOSTICO
-46446384;-23509494;MARIA SANTANA, AV. 101;LABORATORIO;APOIO DIAGNOSTICO
-46715338;-23650088;PAULA CRUZ,R,71;LABORATORIO;APOIO DIAGNOSTICO
-46630870;-23484349;VOLUNTARIOS DA PATRIA,4301;LABORATORIO;APOIO DIAGNOSTICO
-46696838;-23659600;NOSSA SENHORA DO SABARA,AV,234;LABORATORIO;APOIO DIAGNOSTICO
-46627105;-23511912;EUL-LIA, STA,R 86;LABORATORIO DE ZOONOSES;VIGILANCIA EM SAUDE
-46482734;-23598174;AURELIANO DA SILVA ARRUDA,DR,R,403;MEDICINAS NATURAIS;AMBULATORIOS ESPECIALIZADOS
-46627859;-23550525;FREDERICO ALVARENGA,R,259, 3 AND;MEDICINAS TRADICIONAIS;AMBULATORIOS ESPECIALIZADOS
-46472928;-23493325;MIGUEL RACHID,596;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46612505;-23482098;NOVA CANTAREIRA,AV,1476;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46610494;-23503837;JOSE PEREIRA JORGE,R,305;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46398526;-23600739;FERNANDO GANGA,R,14;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46693556;-23505513;MARINA, STA,AV,2147;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46580114;-23474310;SAO GERALDINO,R,222;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46704621;-23722254;CARLOS PEZZOLO,DR,S/N;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46700579;-23492812;PETRONIO PORTELA,MIN,AV,663;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46731959;-23586132;JOAO GUERRA,R,247;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46398068;-23553491;FELICIANO DE MENDONCA,R,496;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46434612;-23553169;ANDREAS AMON,R,150;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46481445;-23497115;OVIDIO LOPES,253;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46684432;-23472919;RUI DE MORAIS APOCALIPSE,R,2;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46717470;-23770029;TEOTONIO VILELA,SEN,AV,8895;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46737938;-23403315;JULIO DE OLIVEIRA,R,80;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46716684;-23524112;GAVIAO PEIXOTO,BRIG,727;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46491452;-23537205;HENRIQUE JACOBS,R,269;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46492813;-23611267;JOAO LOPES DE LIMA,R,1151;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46440472;-23496403;ANTONIO GAMA DE CERQUEIRA,PROF,R,647;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46717684;-23434929;ELISIO TEIXEIRA LEITE,AV,7703;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46442459;-23533676;PAULINO SERQUEIRA,R,01;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46524187;-23552513;JACI BARBOSA,DR,R,280;NUCLEO INTEGRADO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46612505;-23482098;NOVA CANTAREIRA,AV,1476;NUCLEO INTEGRADO DE SAUDE AUDITIVA;AMBULATORIOS ESPECIALIZADOS
-46716684;-23524112;BRIG GAVI´?¢O PEIXOTO, R.727;NUCLEO INTEGRADO DE SAUDE AUDITIVA;AMBULATORIOS ESPECIALIZADOS
-46603666;-23555510;MARINA CRESPI,R,91;NUCLEO INTEGRADO DE SAUDE AUDITIVA;AMBULATORIOS ESPECIALIZADOS
-46731959;-23586132;JOAO GUERRA,R,247;NUCLEO INTEGRADO DE SAUDE AUDITIVA;AMBULATORIOS ESPECIALIZADOS
-46685595;-23755005;SAO CAETANO DO SUL,R,381;NUCLEO INTEGRADO DE SAUDE AUDITIVA;AMBULATORIOS ESPECIALIZADOS
-46727089;-23484117;MENOTTI LAUDISIO,AV,100;NUCLEO INTEGRADO DE SAUDE AUDITIVA;AMBULATORIOS ESPECIALIZADOS
-46440472;-23496403;ANTONIO GAMA DE CERQUEIRA,PROF,R,647;NUCLEO INTEGRADO DE SAUDE AUDITIVA;AMBULATORIOS ESPECIALIZADOS
-46442459;-23533676;PAULINO SERQUEIRA,R,01;NUCLEO INTEGRADO DE SAUDE AUDITIVA;AMBULATORIOS ESPECIALIZADOS
-46663549;-23508741;MOURAO VIEIRA,R,11;NUCLEO INTEGRADO DE SAUDE AUDITIVA;AMBULATORIOS ESPECIALIZADOS
-46475762;-23538741;JAPANI,R,7;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46602413;-23521236;MORVAN DIAS DE FIGUEIREDO, AV., 2801;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46625849;-23629857;ROSA DE MORAIS,R,91;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46625849;-23629857;ROSA DE MORAIS,R,91;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46645846;-23628113;CECI,AV,2235;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46472507;-23499140;RODRIGO DE BRUN,AL,1989;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46595504;-23603258;MARIATH,ALM,R,62;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46772115;-23645701;ODEMIS,R,468;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46643606;-23664546;CIDADE DE SANTOS,R,46;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46753702;-23647799;TEREZA MAIA PINTO;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46499782;-23546886;COELHO DE CASTRO,R,95;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46575450;-23545780;PRA´?¢A MANOEL BORGES DE SOUZA NUNESXR.BOM SUCESSO,650;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46648857;-23562163;MARQUES LEAO,ALM,R,684;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46648857;-23562163;MARQUES LEAO,ALM,R,684;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46648857;-23562163;MARQUES LEAO,ALM,R,684;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46648857;-23562163;MARQUES LEAO,ALM,R,684;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46648857;-23562163;MARQUES LEAO,ALM,R,684;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46644375;-23595438;DR DIOGO DE FARIA, R., 839;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46395525;-23507804;ILHA DO ARVOREDO,R,10;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46673488;-23469869;JOAQUINA MARIA SANTOS,R,198;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46565873;-23532816;CELSO GARCIA, AV. 4815;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46595127;-23536554;CELSO GARCIA,AV,1749;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46595127;-23536554;CELSO GARCIA,AV,1749;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46595127;-23536554;CELSO GARCIA,AV,1749;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46744962;-23653172;MAPORE,R,352;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46733746;-23576598;CABRAL DE MENEZES,R,51;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46622997;-23569025;LACERDA FRANCO,AV,791;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46641282;-23531379;CLEVELAND,R,374;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46396064;-23588073;TEXTEIS,DOS,AV,3765;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46403315;-23596478;METALURGICOS,DOS,AV,1797;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46565873;-23532816;CELSO GARCIA,AV,4815;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46657993;-23467198;SETE DE DEZEMBRO,R,72;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46396326;-23562924;JORGE MARACCINI PONFILIO,R,S/N;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46675400;-23605671;SANTO AMARO, AV.,2524;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46704852;-23770364;CONSTELACAO DO ESQUADRO,R,5;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46724836;-23493315;LIGACAO,DA,R,95;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46746592;-23671269;BALTAZAR DE SA,R,383;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46671273;-23655083;SEBASTIAO ANDRADE BONANI,R,340;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46764276;-23719939;TAQUANDAVA,AV,31;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46433011;-23504474;MOACIR D. ITAPICURU,1008;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46503068;-23535668;FREDERICO BROTERO,DR,R,22;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46710050;-23729020;PROFESSOR ENEAS DE SIQUEIRA NETO, R., 549;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46658531;-23548811;MATO GROSSO, R., 306;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46392800;-23496430;MARECHAL TITO, AV.,5483;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46578430;-23536531;FELIPE CAMARAO, R.,215;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46658680;-23521099;ABRAHAO RIBEIRO,283;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46641553;-23556468;HUMAITA,R,520;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46684651;-23587193;SALVADOR CARDOSO,R,177;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46684651;-23587193;SALVADOR CARDOSO,R,177;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46651286;-23524356;BORACEA,R,270;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46639666;-23549916;BANDEIRA, PRACA DA, 15;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46651286;-23524356;BORACEA,R,270;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46639666;-23549916;BANDEIRA, PRACA DA, 15;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46512704;-23514631;LUIS ASSON,165;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46702714;-23483349;FELICIANO DOMINGUES,PE,R,90;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46661834;-23647305;SANTA CATARINA,AV,1523;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46398862;-23522490;JOAO NERY,D,ESTR,3462;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46575142;-23570175;FAROL PAULISTANO,R,410;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46720918;-23469815;POVOADO DO RIO NOVO,R,1778;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46605600;-23638072;LAFAIETE DE SOUZA CAMARGO,DR,R,40;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46713901;-23445946;JOAO AMADO COUTINHO,R,400;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46476222;-23488993;ANTONIO DE FREITAS TOLEDO, R., 170;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46492738;-23623076;LEVI LANDAU,R,23;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46748602;-23648271;TEREZA M. OLIVEIRA, R,17/ ITAPECERICA, ESTR,1661;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46429646;-23547829;SILVIANOPOLIS,R,370;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46693556;-23505513;MARINA, STA,AV,2147;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46648846;-23593107;DRA NEYDE APARECIDA SOLLITTO, R., 435;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46660602;-23734112;SAO PAULO,AV, 23-A;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46644886;-23569132;PAULISTA, AV. 200;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46673086;-23552949;ARNALDO,DR,AV,925;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46396397;-23610905;FRANCISCO JOSE VIANA,R,708;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46764239;-23562371;GUSTAVO BERTHIER,AV,155;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46507678;-23600493;POEMA DAS AMERICAS,R,12;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46543663;-23534172;DR LUIZ CARLOS, R., 747;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46776754;-23747177;ALBERGATE CAPANELLI,R,2200;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46665779;-23581709;BRIGADEIRO LUIS ANTONIO, AV., 4667;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46641553;-23556468;HUMAITA,R,520;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46651898;-23531575;VITORINO CARMILO,R,599;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46651898;-23531575;VITORINO CARMILO,R,599;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46651898;-23531575;VITORINO CARMILO,R,599;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46651898;-23531575;VITORINO CARMILO,R,599;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46651898;-23531575;VITORINO CARMILO,R,599;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46589869;-23571287;JUVENTUS,R,562;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46522494;-23612501;ORATORIO,DO,AV,6557;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46716228;-23640745;BRAGAN´?¢A PAULISTA, R., 718;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46454548;-23541376;PORTO XAVIER, R. 66;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46642433;-23599855;BOTUCATU, R., 979;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46780622;-23641910;FREI XISTO TEUBER,R,50;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46780622;-23641910;FREI XISTO TEUBER,R,50;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46417378;-23536022;CLAUDIO DA COSTA,R,54;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46491506;-23554330;OSVALDO VALLE CORDEIRO,AV,245;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46385211;-23503315;GENERAL PEREIRA DE BERREDO,R.,275;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46408536;-23511853;CRESCENTE,R,97;PROGRAMAS E SERVICOS;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
